item_name,category,image_url,price_twd,calories_kcal,protein_g,fat_g,saturated_fat_g,trans_fat_g,carb_g,sodium_mg,nutrition_json,detail_url,source_page,crawled_at
豬肉蛋堡,早餐,https://s7d1.scene7.com/is/image/mcdonalds/egg-burger-with-sausage_832x822:nutrition-calculator-tile,,410.26,21.0,23.0,7.5,0.1,31.0,,"{""calories_kcal"": 410.26, ""protein_g"": 21.0, ""fat_g"": 23.0, ""saturated_fat_g"": 7.5, ""trans_fat_g"": 0.1, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/egg-burger-with-sausage.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423126+00:00
滿福堡®,早餐,https://s7d1.scene7.com/is/image/mcdonalds/egg-mcmuffin_832x822:nutrition-calculator-tile,,286.37,17.0,11.0,5.5,0.2,30.0,,"{""calories_kcal"": 286.37, ""protein_g"": 17.0, ""fat_g"": 11.0, ""saturated_fat_g"": 5.5, ""trans_fat_g"": 0.2, ""carb_g"": 30.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/egg-mcmuffin.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423138+00:00
義式濃縮咖啡(熱),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0524義式濃縮咖啡:nutrition-calculator-tile,,6.26,0.4,0.1,0.0,0.0,0.9,,"{""calories_kcal"": 6.26, ""protein_g"": 0.4, ""fat_g"": 0.1, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.9, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/espresso.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423151+00:00
Evian 礦泉水,飲料,https://s7d1.scene7.com/is/image/mcdonalds/0602Evian礦泉水832x822:nutrition-calculator-tile,,0.0,0.0,0.0,0.0,0.0,0.0,,"{""calories_kcal"": 0.0, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/evian-water.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423162+00:00
麥香魚®,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/filet-o-fish_832x822:nutrition-calculator-tile,,342.92,15.0,15.0,3.2,0.1,36.0,,"{""calories_kcal"": 342.92, ""protein_g"": 15.0, ""fat_g"": 15.0, ""saturated_fat_g"": 3.2, ""trans_fat_g"": 0.1, ""carb_g"": 36.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/filet-o-fish.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423174+00:00
麥香魚®+雪碧(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_1129_11_麥香魚_雪碧(小)-:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/filet-o-fish-and-sprite.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423185+00:00
麥香魚®,早餐,https://s7d1.scene7.com/is/image/mcdonalds/早餐麥香魚1206:nutrition-calculator-tile,,342.92,15.0,15.0,3.2,0.1,36.0,,"{""calories_kcal"": 342.92, ""protein_g"": 15.0, ""fat_g"": 15.0, ""saturated_fat_g"": 3.2, ""trans_fat_g"": 0.1, ""carb_g"": 36.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/filet-o-fish-breakfast.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423196+00:00
薯條(小)+無糖紅茶(冰)(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_07_薯條小檸檬風味紅茶:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/french-fries-and-iced-black-tea-sugar-free.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423207+00:00
經典配餐：中薯+$38冷/熱飲,超值全餐配餐,https://s7d1.scene7.com/is/image/mcdonalds/1119經典配餐_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/french-fries-side-order.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423218+00:00
薯條,點心,https://s7d1.scene7.com/is/image/mcdonalds/french-fries-small_832x822:nutrition-calculator-tile,,240.94,3.7,11.0,1.2,0.0,31.0,,"{""calories_kcal"": 240.94, ""protein_g"": 3.7, ""fat_g"": 11.0, ""saturated_fat_g"": 1.2, ""trans_fat_g"": 0.0, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/french-fries-small.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423231+00:00
鷄塊鬆餅大早餐,早餐,https://s7d1.scene7.com/is/image/mcdonalds/grand-breakfast_832x822:nutrition-calculator-tile,,694.86,33.0,34.0,9.8,0.2,64.0,,"{""calories_kcal"": 694.86, ""protein_g"": 33.0, ""fat_g"": 34.0, ""saturated_fat_g"": 9.8, ""trans_fat_g"": 0.2, ""carb_g"": 64.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/grand-breakfast.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423243+00:00
嫩煎鷄腿堡,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/grilled-bbq-chicken-burger_832x822:nutrition-calculator-tile,,391.17,25.0,13.0,3.8,0.0,43.0,,"{""calories_kcal"": 391.17, ""protein_g"": 25.0, ""fat_g"": 13.0, ""saturated_fat_g"": 3.8, ""trans_fat_g"": 0.0, ""carb_g"": 43.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/grilled-bbq-chicken-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423254+00:00
漢堡,點心,https://s7d1.scene7.com/is/image/mcdonalds/hamburger_832x822:nutrition-calculator-tile,,276.0,13.0,10.0,4.1,0.2,34.0,,"{""calories_kcal"": 276.0, ""protein_g"": 13.0, ""fat_g"": 10.0, ""saturated_fat_g"": 4.1, ""trans_fat_g"": 0.2, ""carb_g"": 34.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hamburger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423266+00:00
薯餅,點心,https://s7d1.scene7.com/is/image/mcdonalds/hash-browns_832x822:nutrition-calculator-tile,,177.42,1.9,13.0,1.2,0.0,14.0,,"{""calories_kcal"": 177.42, ""protein_g"": 1.9, ""fat_g"": 13.0, ""saturated_fat_g"": 1.2, ""trans_fat_g"": 0.0, ""carb_g"": 14.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hash-browns.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423278+00:00
蜂蜜紅茶(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/860x822_蜂蜜紅茶冰_0321n3:nutrition-calculator-tile,,138.39,0.0,0.0,0.0,0.0,34.0,,"{""calories_kcal"": 138.39, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 34.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/honey-black-tea-iced.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423289+00:00
蜂蜜奶茶(熱),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/honey-milk-tea-hot_832x822:nutrition-calculator-tile,,176.99,2.6,4.7,3.2,0.1,31.0,,"{""calories_kcal"": 176.99, ""protein_g"": 2.6, ""fat_g"": 4.7, ""saturated_fat_g"": 3.2, ""trans_fat_g"": 0.1, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/honey-milk-tea-hot.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423301+00:00
蜂蜜奶茶(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/860x822_蜂蜜奶茶冰_0321n3:nutrition-calculator-tile,,212.46,2.6,4.7,3.2,0.1,39.0,,"{""calories_kcal"": 212.46, ""protein_g"": 2.6, ""fat_g"": 4.7, ""saturated_fat_g"": 3.2, ""trans_fat_g"": 0.1, ""carb_g"": 39.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/honey-milk-tea-iced.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423313+00:00
紅茶 (熱),飲料,https://s7d1.scene7.com/is/image/mcdonalds/832x822_1-0309:nutrition-calculator-tile,,0.0,0.0,0.0,0.0,0.0,0.0,,"{""calories_kcal"": 0.0, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hot-black-tea.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423324+00:00
奶茶 (熱),飲料,https://s7d1.scene7.com/is/image/mcdonalds/832x822_2:nutrition-calculator-tile,,74.83,2.7,4.9,3.3,0.1,5.0,,"{""calories_kcal"": 74.83, ""protein_g"": 2.7, ""fat_g"": 4.9, ""saturated_fat_g"": 3.3, ""trans_fat_g"": 0.1, ""carb_g"": 5.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hot-milk-tea-medium.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423337+00:00
鬆餅(3片),早餐,https://s7d1.scene7.com/is/image/mcdonalds/1220鬆餅832x822_2:nutrition-calculator-tile,,319.0,8.0,8.6,1.7,0.1,53.0,,"{""calories_kcal"": 319.0, ""protein_g"": 8.0, ""fat_g"": 8.6, ""saturated_fat_g"": 1.7, ""trans_fat_g"": 0.1, ""carb_g"": 53.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hotcakes-3-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423348+00:00
豬肉鬆餅,早餐,https://s7d1.scene7.com/is/image/mcdonalds/1220豬肉鬆餅832x822_3:nutrition-calculator-tile,,439.0,16.0,18.0,5.4,0.1,53.0,,"{""calories_kcal"": 439.0, ""protein_g"": 16.0, ""fat_g"": 18.0, ""saturated_fat_g"": 5.4, ""trans_fat_g"": 0.1, ""carb_g"": 53.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/hotcakes-with-sausage.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423359+00:00
蛋捲冰淇淋,點心,https://s7d1.scene7.com/is/image/mcdonalds/ice-cream-cone_832x822:nutrition-calculator-tile,,145.0,2.5,4.6,2.3,0.0,23.0,,"{""calories_kcal"": 145.0, ""protein_g"": 2.5, ""fat_g"": 4.6, ""saturated_fat_g"": 2.3, ""trans_fat_g"": 0.0, ""carb_g"": 23.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/ice-cream-cone.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423372+00:00
大蛋捲冰淇淋,點心,https://s7d1.scene7.com/is/image/mcdonalds/ice-cream-cone-large_832x822:nutrition-calculator-tile,,202.0,3.6,6.5,3.4,0.0,32.0,,"{""calories_kcal"": 202.0, ""protein_g"": 3.6, ""fat_g"": 6.5, ""saturated_fat_g"": 3.4, ""trans_fat_g"": 0.0, ""carb_g"": 32.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/ice-cream-cone-large.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423383+00:00
大蛋捲冰淇淋+無糖綠茶(冰)(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/大蛋捲冰淇淋無糖綠茶冰_no-shadow1:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/ice-cream-cone-large-iced-green-tea-sugar-free.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423393+00:00
經典美式咖啡(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0524冰經典美式咖啡:nutrition-calculator-tile,,20.16,1.2,0.4,0.1,0.0,2.9,,"{""calories_kcal"": 20.16, ""protein_g"": 1.2, ""fat_g"": 0.4, ""saturated_fat_g"": 0.1, ""trans_fat_g"": 0.0, ""carb_g"": 2.9, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-americano.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423406+00:00
檸檬風味紅茶 (冰),飲料,https://s7d1.scene7.com/is/image/mcdonalds/iced-black-tea-lemon-flavor_832x822:nutrition-calculator-tile,,122.99,0.0,0.0,0.0,0.0,31.0,,"{""calories_kcal"": 122.99, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-black-tea-lemon-flavor.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423417+00:00
無糖紅茶 (冰),飲料,https://s7d1.scene7.com/is/image/mcdonalds/iced-black-tea-sugar-free_832x822:nutrition-calculator-tile,,0.0,0.0,0.0,0.0,0.0,0.0,,"{""calories_kcal"": 0.0, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-black-tea-sugar-free.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423428+00:00
經典卡布奇諾(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0524冰經典卡布奇諾:nutrition-calculator-tile,,110.22,5.7,5.7,3.4,0.1,9.1,,"{""calories_kcal"": 110.22, ""protein_g"": 5.7, ""fat_g"": 5.7, ""saturated_fat_g"": 3.4, ""trans_fat_g"": 0.1, ""carb_g"": 9.1, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-cappuccino.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423440+00:00
無糖綠茶 (冰),飲料,https://s7d1.scene7.com/is/image/mcdonalds/iced-green-tea-sugar-free_860x822_2:nutrition-calculator-tile,,0.0,0.0,0.0,0.0,0.0,0.0,,"{""calories_kcal"": 0.0, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-green-tea-sugar-free.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423451+00:00
經典那堤(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0524冰經典那堤:nutrition-calculator-tile,,117.45,6.1,6.1,3.7,0.1,9.5,,"{""calories_kcal"": 117.45, ""protein_g"": 6.1, ""fat_g"": 6.1, ""saturated_fat_g"": 3.7, ""trans_fat_g"": 0.1, ""carb_g"": 9.5, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-latte.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423464+00:00
奶茶(冰),飲料,https://s7d1.scene7.com/is/image/mcdonalds/iced-milk-tea_832x822:nutrition-calculator-tile,,212.75,2.5,4.5,3.1,0.1,41.0,,"{""calories_kcal"": 212.75, ""protein_g"": 2.5, ""fat_g"": 4.5, ""saturated_fat_g"": 3.1, ""trans_fat_g"": 0.1, ""carb_g"": 41.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-milk-tea-large.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423476+00:00
金選美式咖啡(冰)​,McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0415金選咖啡_金選美式冰:nutrition-calculator-tile,,20.16,1.2,0.4,0.1,0.0,2.9,,"{""calories_kcal"": 20.16, ""protein_g"": 1.2, ""fat_g"": 0.4, ""saturated_fat_g"": 0.1, ""trans_fat_g"": 0.0, ""carb_g"": 2.9, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-select-brew-americano.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423488+00:00
金選那堤(冰)​,McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0415金選咖啡_金選那堤冰:nutrition-calculator-tile,,117.48,6.1,6.1,3.7,0.1,9.5,,"{""calories_kcal"": 117.48, ""protein_g"": 6.1, ""fat_g"": 6.1, ""saturated_fat_g"": 3.7, ""trans_fat_g"": 0.1, ""carb_g"": 9.5, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/iced-select-brew-latte.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423501+00:00
經典那堤(熱),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/0524經典那堤:nutrition-calculator-tile,,123.48,6.4,6.5,3.9,0.1,9.9,,"{""calories_kcal"": 123.48, ""protein_g"": 6.4, ""fat_g"": 6.5, ""saturated_fat_g"": 3.9, ""trans_fat_g"": 0.1, ""carb_g"": 9.9, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/latte.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423515+00:00
麥香鷄®,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/mcchicken_832x822:nutrition-calculator-tile,,393.02,14.0,17.0,3.7,0.0,45.0,,"{""calories_kcal"": 393.02, ""protein_g"": 14.0, ""fat_g"": 17.0, ""saturated_fat_g"": 3.7, ""trans_fat_g"": 0.0, ""carb_g"": 45.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/mcchicken.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423527+00:00
麥香鷄®+可樂(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_1129_01_麥香鷄_可樂(小)-:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/mcchicken-and-coke.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423536+00:00
麥香鷄®,早餐,https://s7d1.scene7.com/is/image/mcdonalds/mcchicken_832x822:nutrition-calculator-tile,,393.02,14.0,17.0,3.7,0.0,45.0,,"{""calories_kcal"": 393.02, ""protein_g"": 14.0, ""fat_g"": 17.0, ""saturated_fat_g"": 3.7, ""trans_fat_g"": 0.0, ""carb_g"": 45.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/mcchicken-breakfast.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423548+00:00
麥克雙牛堡,點心,https://s7d1.scene7.com/is/image/mcdonalds/832x822_3:nutrition-calculator-tile,,429.0,24.0,22.0,11.0,0.7,35.0,,"{""calories_kcal"": 429.0, ""protein_g"": 24.0, ""fat_g"": 22.0, ""saturated_fat_g"": 11.0, ""trans_fat_g"": 0.7, ""carb_g"": 35.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/McDouble.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423559+00:00
麥克雙牛堡+檸檬風味紅茶(冰)(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_1129_10_麥克雙牛堡_檸檬風味紅茶(小)-:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/mcdouble-and-iced-black-tea-lemon-flavor.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423569+00:00
陽光鱈魚堡Happy Meal®,Happy Meal®,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-4-pieces-happy-meal_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/mcfish-happy-meal.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423579+00:00
OREO冰炫風®,點心,https://s7d1.scene7.com/is/image/mcdonalds/mcflurry_832x822:nutrition-calculator-tile,,311.72,5.2,11.0,5.5,0.0,49.0,,"{""calories_kcal"": 311.72, ""protein_g"": 5.2, ""fat_g"": 11.0, ""saturated_fat_g"": 5.5, ""trans_fat_g"": 0.0, ""carb_g"": 49.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/mcflurry.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423591+00:00
炫冰配餐：OREO冰炫風®+小薯+$38冷/熱飲,超值全餐配餐,https://s7d1.scene7.com/is/image/mcdonalds/mcflurry-fries-side-order_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/mcflurry-fries-side-order.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423601+00:00
無敵豬肉滿福堡加蛋,早餐,https://s7d1.scene7.com/is/image/mcdonalds/mega-mcmuffin_832x822:nutrition-calculator-tile,,512.79,30.0,30.0,13.0,0.2,31.0,,"{""calories_kcal"": 512.79, ""protein_g"": 30.0, ""fat_g"": 30.0, ""saturated_fat_g"": 13.0, ""trans_fat_g"": 0.2, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/mega-mcmuffin.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423613+00:00
鮮乳(盒裝),飲料,https://s7d1.scene7.com/is/image/mcdonalds/milk_832x822:nutrition-calculator-tile,,145.42,7.3,8.1,5.5,0.0,11.0,,"{""calories_kcal"": 145.42, ""protein_g"": 7.3, ""fat_g"": 8.1, ""saturated_fat_g"": 5.5, ""trans_fat_g"": 0.0, ""carb_g"": 11.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/milk.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423626+00:00
青蔬滿福堡,早餐,https://s7d1.scene7.com/is/image/mcdonalds/muffin-with-vegetables_832x822:nutrition-calculator-tile,,288.07,17.0,11.0,5.5,0.2,30.0,,"{""calories_kcal"": 288.07, ""protein_g"": 17.0, ""fat_g"": 11.0, ""saturated_fat_g"": 5.5, ""trans_fat_g"": 0.2, ""carb_g"": 30.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/muffin-with-vegetables.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423638+00:00
蕈菇安格斯牛肉堡,極選系列,https://s7d1.scene7.com/is/image/mcdonalds/1220signature8832x822_4:nutrition-calculator-tile,,592.74,31.0,35.0,14.0,0.7,40.0,,"{""calories_kcal"": 592.74, ""protein_g"": 31.0, ""fat_g"": 35.0, ""saturated_fat_g"": 14.0, ""trans_fat_g"": 0.7, ""carb_g"": 40.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/mushroom-angus-beef-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T14:56:32.423649+00:00
